index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
105,210.0 to 211.7916667,"[2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
106,212.0 to 213.7916667,"[2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]",9,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
107,214.125 to 215.875,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
108,216.25 to 217.875,"[3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
109,218.3333333 to 219.75,"[1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
110,220.0 to 221.875,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
111,222.0 to 223.75,"[2, 0, 0, 1, 2, 1, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
112,224.0833333 to 225.875,"[1, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
113,226.0 to 227.5,"[3, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]",9,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
114,228.0 to 229.9166667,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
115,230.0 to 231.75,"[3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
116,232.125 to 233.75,"[1, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
117,234.125 to 235.875,"[2, 0, 2, 0, 2, 1, 0, 1, 0, 0, 0, 1]",2,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
118,236.0 to 237.875,"[2, 0, 1, 0, 2, 1, 0, 2, 0, 2, 0, 2]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
119,238.0 to 239.875,"[1, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
120,240.125 to 241.875,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
121,242.0 to 243.875,"[2, 0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 1]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
122,244.125 to 245.875,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
123,246.0 to 247.75,"[1, 0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 0]",3,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
124,248.0 to 249.75,"[3, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
125,250.0 to 251.875,"[1, 0, 1, 0, 1, 2, 0, 2, 0, 1, 1, 1]",3,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
