index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
76,79.0 to 79.75,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
77,80.0 to 80.5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
78,81.0 to 81.75,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1]",8,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
79,82.0 to 82.75,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
80,83.0 to 83.75,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
81,84.0 to 84.75,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
82,85.0 to 85.75,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
83,86.0 to 86.75,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
84,87.0 to 87.75,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
85,88.0 to 88.75,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
86,89.0 to 89.75,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
87,90.0 to 90.75,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
